transaction_id,customer_id,product_name,transaction_date
181,1005,Apple Watch,2022-01-01 03:00:00
182,1027,iPhone 14,2022-01-01 03:01:00
183,1027,iMac,2022-01-01 03:02:00
184,1043,MacBook Pro,2022-01-01 03:03:00
185,1083,AirPods,2022-01-01 03:04:00
186,1029,AirPods Max,2022-01-01 03:05:00
187,1061,MacBook Air,2022-01-01 03:06:00
188,1074,Mac Mini,2022-01-01 03:07:00
189,1091,Magic Keyboard,2022-01-01 03:08:00
190,1088,Apple Pencil,2022-01-01 03:09:00
191,1061,Magic Keyboard,2022-01-01 03:10:00
192,1096,MacBook 16,2022-01-01 03:11:00
193,1000,Apple Pencil,2022-01-01 03:12:00
194,1026,Mac Mini,2022-01-01 03:13:00
195,1061,AirPods Pro,2022-01-01 03:14:00
196,1076,AirTag,2022-01-01 03:15:00
197,1002,iPad Mini,2022-01-01 03:16:00
198,1069,iPad 9,2022-01-01 03:17:00
199,1071,iPad Pro,2022-01-01 03:18:00
200,1026,Apple Pencil,2022-01-01 03:19:00
201,1008,HomePod,2022-01-01 03:20:00
202,1061,MacBook Pro,2022-01-01 03:21:00
203,1036,MacBook 16,2022-01-01 03:22:00
204,1096,iPad Mini,2022-01-01 03:23:00
205,1050,iPhone SE,2022-01-01 03:24:00
206,1043,iPad Pro,2022-01-01 03:25:00
207,1023,Mac Mini,2022-01-01 03:26:00
208,1078,Apple Pencil,2022-01-01 03:27:00
209,1058,iPhone 12,2022-01-01 03:28:00
210,1031,MacBook 16,2022-01-01 03:29:00
211,1095,iPad Pro,2022-01-01 03:30:00
212,1087,iMac,2022-01-01 03:31:00
213,1051,iPad Pro,2022-01-01 03:32:00
214,1061,iPhone 14,2022-01-01 03:33:00
215,1057,Apple Pencil,2022-01-01 03:34:00
216,1051,MacBook Air,2022-01-01 03:35:00
217,1011,iPhone 12,2022-01-01 03:36:00
218,1038,MacBook 16,2022-01-01 03:37:00
219,1001,iPhone 12,2022-01-01 03:38:00
220,1002,iPad Pro,2022-01-01 03:39:00
221,1055,iPad Pro,2022-01-01 03:40:00
222,1080,AirPods Max,2022-01-01 03:41:00
223,1058,iPhone 14,2022-01-01 03:42:00
224,1001,iPhone 12,2022-01-01 03:43:00
225,1001,iPhone 12,2022-01-01 03:44:00
226,1091,iPad Mini,2022-01-01 03:45:00
227,1053,AirTag,2022-01-01 03:46:00
228,1086,iPhone 13,2022-01-01 03:47:00
229,1095,Apple Watch,2022-01-01 03:48:00
230,1096,Mac Mini,2022-01-01 03:49:00
231,1000,AirPods,2022-01-01 03:50:00
232,1018,iPhone 13,2022-01-01 03:51:00
233,1001,Apple Watch,2022-01-01 03:52:00
234,1052,AirTag,2022-01-01 03:53:00
235,1043,iPad Pro,2022-01-01 03:54:00
236,1089,iPad Mini,2022-01-01 03:55:00
237,1031,MacBook Air,2022-01-01 03:56:00
238,1069,iPhone SE,2022-01-01 03:57:00
239,1031,iPad Pro,2022-01-01 03:58:00
240,1067,iPhone 13,2022-01-01 03:59:00
241,1054,AirPods Pro,2022-01-01 04:00:00
242,1074,iPad Pro,2022-01-01 04:01:00
243,1055,MacBook 16,2022-01-01 04:02:00
244,1016,AirPods Pro,2022-01-01 04:03:00
245,1037,iMac,2022-01-01 04:04:00
246,1023,MacBook Air,2022-01-01 04:05:00
247,1068,iMac,2022-01-01 04:06:00
248,1097,MacBook 16,2022-01-01 04:07:00
249,1069,Apple Watch,2022-01-01 04:08:00
250,1085,MacBook Air,2022-01-01 04:09:00
251,1010,AirTag,2022-01-01 04:10:00
252,1015,MacBook Pro,2022-01-01 04:11:00
253,1096,MacBook Air,2022-01-01 04:12:00
254,1072,AirPods Pro,2022-01-01 04:13:00
255,1058,AirPods Max,2022-01-01 04:14:00
256,1069,iPhone 14,2022-01-01 04:15:00
257,1079,Magic Keyboard,2022-01-01 04:16:00
258,1092,HomePod,2022-01-01 04:17:00
259,1002,MacBook 16,2022-01-01 04:18:00
260,1019,AirTag,2022-01-01 04:19:00
261,1058,Apple Pencil,2022-01-01 04:20:00
262,1035,Apple Pencil,2022-01-01 04:21:00
263,1018,HomePod,2022-01-01 04:22:00
264,1089,iPad Mini,2022-01-01 04:23:00
265,1066,iPad 9,2022-01-01 04:24:00
266,1018,Apple Pencil,2022-01-01 04:25:00
267,1019,MacBook 16,2022-01-01 04:26:00
268,1095,Apple Pencil,2022-01-01 04:27:00
269,1070,Apple Watch,2022-01-01 04:28:00
270,1051,MacBook 16,2022-01-01 04:29:00
271,1032,MacBook 16,2022-01-01 04:30:00
272,1039,MacBook Pro,2022-01-01 04:31:00
273,1038,Apple Pencil,2022-01-01 04:32:00
274,1081,HomePod,2022-01-01 04:33:00
275,1000,AirPods Pro,2022-01-01 04:34:00
276,1010,iPad Mini,2022-01-01 04:35:00
277,1091,Magic Keyboard,2022-01-01 04:36:00
278,1056,iPad Mini,2022-01-01 04:37:00
279,1088,MacBook Pro,2022-01-01 04:38:00
280,1049,AirPods Max,2022-01-01 04:39:00
281,1022,iPad Pro,2022-01-01 04:40:00
282,1030,Apple Watch,2022-01-01 04:41:00
283,1093,AirPods Pro,2022-01-01 04:42:00
284,1041,Magic Keyboard,2022-01-01 04:43:00
285,1098,iMac,2022-01-01 04:44:00
286,1006,iMac,2022-01-01 04:45:00
287,1015,iPhone 12,2022-01-01 04:46:00
288,1089,iPad Pro,2022-01-01 04:47:00
289,1059,Apple Watch,2022-01-01 04:48:00
290,1001,AirPods Max,2022-01-01 04:49:00
291,1000,iPhone SE,2022-01-01 04:50:00
292,1047,MacBook 16,2022-01-01 04:51:00
293,1011,iPhone 13,2022-01-01 04:52:00
294,1068,MacBook 16,2022-01-01 04:53:00
295,1036,iPad Pro,2022-01-01 04:54:00
296,1031,Mac Mini,2022-01-01 04:55:00
297,1008,Apple Watch,2022-01-01 04:56:00
298,1098,Apple Watch,2022-01-01 04:57:00
299,1018,HomePod,2022-01-01 04:58:00
300,1047,iMac,2022-01-01 04:59:00
301,1079,Magic Keyboard,2022-01-01 05:00:00
302,1002,MacBook Air,2022-01-01 05:01:00
303,1019,iPad Pro,2022-01-01 05:02:00
304,1023,iPhone SE,2022-01-01 05:03:00
305,1053,MacBook Air,2022-01-01 05:04:00
306,1032,AirPods Max,2022-01-01 05:05:00
307,1023,iPad Mini,2022-01-01 05:06:00
308,1074,HomePod,2022-01-01 05:07:00
309,1071,MacBook Pro,2022-01-01 05:08:00
310,1035,AirTag,2022-01-01 05:09:00
311,1037,iPhone 13,2022-01-01 05:10:00
312,1083,iPad 9,2022-01-01 05:11:00
313,1098,iPhone 14,2022-01-01 05:12:00
314,1088,iPhone 13,2022-01-01 05:13:00
315,1098,iPad 9,2022-01-01 05:14:00
316,1024,MacBook 16,2022-01-01 05:15:00
317,1092,AirPods Pro,2022-01-01 05:16:00
318,1017,AirPods Max,2022-01-01 05:17:00
319,1081,iPad Mini,2022-01-01 05:18:00
320,1065,AirPods Pro,2022-01-01 05:19:00
321,1053,iPhone 12,2022-01-01 05:20:00
322,1034,AirPods Max,2022-01-01 05:21:00
323,1079,iPhone 14,2022-01-01 05:22:00
324,1060,HomePod,2022-01-01 05:23:00
325,1040,MacBook Pro,2022-01-01 05:24:00
326,1099,iPhone 14,2022-01-01 05:25:00
327,1032,AirPods Max,2022-01-01 05:26:00
328,1067,AirPods,2022-01-01 05:27:00
329,1032,AirTag,2022-01-01 05:28:00
330,1013,Apple Watch,2022-01-01 05:29:00
331,1020,iPad Mini,2022-01-01 05:30:00
332,1047,MacBook Pro,2022-01-01 05:31:00
333,1019,iPad 9,2022-01-01 05:32:00
334,1007,iPad Pro,2022-01-01 05:33:00
335,1006,iPad Mini,2022-01-01 05:34:00
336,1066,iPhone 14,2022-01-01 05:35:00
337,1016,iPhone SE,2022-01-01 05:36:00
338,1032,iPhone 13,2022-01-01 05:37:00
339,1047,AirTag,2022-01-01 05:38:00
340,1075,AirPods,2022-01-01 05:39:00
341,1058,Apple Watch,2022-01-01 05:40:00
342,1085,iPad Pro,2022-01-01 05:41:00
343,1021,Magic Keyboard,2022-01-01 05:42:00
344,1029,iPhone SE,2022-01-01 05:43:00
345,1037,iPhone 13,2022-01-01 05:44:00
346,1050,iPad Pro,2022-01-01 05:45:00
347,1053,AirPods Max,2022-01-01 05:46:00
348,1007,iPhone SE,2022-01-01 05:47:00
349,1026,iMac,2022-01-01 05:48:00
350,1026,AirTag,2022-01-01 05:49:00
351,1097,iPhone 14,2022-01-01 05:50:00
352,1020,iPhone 12,2022-01-01 05:51:00
353,1029,iPhone 12,2022-01-01 05:52:00
354,1096,AirPods Max,2022-01-01 05:53:00
355,1027,AirPods Max,2022-01-01 05:54:00
356,1063,AirPods Max,2022-01-01 05:55:00
357,1096,iPhone 12,2022-01-01 05:56:00
358,1068,iPad 9,2022-01-01 05:57:00
359,1060,HomePod,2022-01-01 05:58:00
360,1047,iPhone 12,2022-01-01 05:59:00
361,1018,iPad Mini,2022-01-01 06:00:00
362,1003,iPhone 14,2022-01-01 06:01:00
363,1034,iPad Pro,2022-01-01 06:02:00
364,1063,iPhone 12,2022-01-01 06:03:00
365,1048,iPhone 14,2022-01-01 06:04:00
366,1016,AirPods Max,2022-01-01 06:05:00
367,1043,MacBook Air,2022-01-01 06:06:00
368,1091,iPhone 12,2022-01-01 06:07:00
369,1029,Apple Watch,2022-01-01 06:08:00
370,1092,AirTag,2022-01-01 06:09:00
371,1045,AirPods Max,2022-01-01 06:10:00
372,1005,iPhone 12,2022-01-01 06:11:00
373,1098,iPad Mini,2022-01-01 06:12:00
374,1036,Mac Mini,2022-01-01 06:13:00
375,1023,iPad Pro,2022-01-01 06:14:00
376,1092,MacBook Air,2022-01-01 06:15:00
377,1045,iPad Mini,2022-01-01 06:16:00
378,1052,AirTag,2022-01-01 06:17:00
379,1094,MacBook Pro,2022-01-01 06:18:00
380,1098,MacBook Air,2022-01-01 06:19:00
381,1059,iPhone SE,2022-01-01 06:20:00
382,1096,MacBook Air,2022-01-01 06:21:00
383,1062,AirPods,2022-01-01 06:22:00
384,1084,Mac Mini,2022-01-01 06:23:00
385,1031,iPad Pro,2022-01-01 06:24:00
386,1086,Magic Keyboard,2022-01-01 06:25:00
387,1032,iPhone 13,2022-01-01 06:26:00
388,1066,MacBook Air,2022-01-01 06:27:00
389,1017,Magic Keyboard,2022-01-01 06:28:00
390,1024,Mac Mini,2022-01-01 06:29:00
391,1094,iPhone SE,2022-01-01 06:30:00
392,1053,AirTag,2022-01-01 06:31:00
393,1057,Mac Mini,2022-01-01 06:32:00
394,1066,Apple Watch,2022-01-01 06:33:00
395,1045,MacBook Pro,2022-01-01 06:34:00
396,1023,iPhone 13,2022-01-01 06:35:00
397,1031,iMac,2022-01-01 06:36:00
398,1046,Apple Watch,2022-01-01 06:37:00
399,1085,iMac,2022-01-01 06:38:00
400,1022,Magic Keyboard,2022-01-01 06:39:00
401,1065,HomePod,2022-01-01 06:40:00
402,1026,HomePod,2022-01-01 06:41:00
403,1001,HomePod,2022-01-01 06:42:00
404,1089,MacBook Pro,2022-01-01 06:43:00
405,1016,Mac Mini,2022-01-01 06:44:00
406,1032,iPad Pro,2022-01-01 06:45:00
407,1008,iPad Pro,2022-01-01 06:46:00
408,1042,HomePod,2022-01-01 06:47:00
409,1047,Mac Mini,2022-01-01 06:48:00
410,1038,Apple Pencil,2022-01-01 06:49:00
411,1092,HomePod,2022-01-01 06:50:00
412,1041,Mac Mini,2022-01-01 06:51:00
413,1025,Mac Mini,2022-01-01 06:52:00
414,1098,HomePod,2022-01-01 06:53:00
415,1049,iPhone 14,2022-01-01 06:54:00
416,1024,MacBook Air,2022-01-01 06:55:00
417,1023,iPhone 14,2022-01-01 06:56:00
418,1012,Mac Mini,2022-01-01 06:57:00
419,1059,AirTag,2022-01-01 06:58:00
420,1006,iPhone 12,2022-01-01 06:59:00
421,1056,HomePod,2022-01-01 07:00:00
422,1035,MacBook 16,2022-01-01 07:01:00
423,1044,iMac,2022-01-01 07:02:00
424,1019,iPhone 14,2022-01-01 07:03:00
425,1064,Apple Watch,2022-01-01 07:04:00
426,1007,Apple Pencil,2022-01-01 07:05:00
427,1015,iPhone 14,2022-01-01 07:06:00
428,1013,iPad Mini,2022-01-01 07:07:00
429,1075,iPhone 14,2022-01-01 07:08:00
430,1086,Apple Pencil,2022-01-01 07:09:00
431,1014,iPad 9,2022-01-01 07:10:00
432,1091,iPhone 14,2022-01-01 07:11:00
433,1097,AirTag,2022-01-01 07:12:00
434,1065,iPad Pro,2022-01-01 07:13:00
435,1031,iMac,2022-01-01 07:14:00
436,1086,iMac,2022-01-01 07:15:00
437,1062,AirTag,2022-01-01 07:16:00
438,1085,AirTag,2022-01-01 07:17:00
439,1050,AirPods Pro,2022-01-01 07:18:00
440,1024,MacBook 16,2022-01-01 07:19:00
441,1057,Magic Keyboard,2022-01-01 07:20:00
442,1062,AirTag,2022-01-01 07:21:00
443,1061,iPhone 12,2022-01-01 07:22:00
444,1021,AirTag,2022-01-01 07:23:00
445,1057,HomePod,2022-01-01 07:24:00
446,1057,AirPods Pro,2022-01-01 07:25:00
447,1085,iPad Mini,2022-01-01 07:26:00
448,1048,Mac Mini,2022-01-01 07:27:00
449,1051,Mac Mini,2022-01-01 07:28:00
450,1041,Apple Pencil,2022-01-01 07:29:00
451,1069,iPhone 14,2022-01-01 07:30:00
452,1014,iMac,2022-01-01 07:31:00
453,1053,iPhone SE,2022-01-01 07:32:00
454,1059,iPhone 12,2022-01-01 07:33:00
455,1096,AirTag,2022-01-01 07:34:00
456,1007,iPhone SE,2022-01-01 07:35:00
457,1052,Apple Watch,2022-01-01 07:36:00
458,1059,iPhone 14,2022-01-01 07:37:00
459,1004,iPad Mini,2022-01-01 07:38:00
460,1067,HomePod,2022-01-01 07:39:00
461,1005,Mac Mini,2022-01-01 07:40:00
462,1095,Magic Keyboard,2022-01-01 07:41:00
463,1093,Apple Pencil,2022-01-01 07:42:00
464,1046,iPad 9,2022-01-01 07:43:00
465,1098,AirTag,2022-01-01 07:44:00
466,1054,iMac,2022-01-01 07:45:00
467,1039,iPhone 13,2022-01-01 07:46:00
468,1051,Apple Pencil,2022-01-01 07:47:00
469,1015,Apple Pencil,2022-01-01 07:48:00
470,1012,iPhone 12,2022-01-01 07:49:00
471,1029,AirPods,2022-01-01 07:50:00
472,1018,MacBook Air,2022-01-01 07:51:00
473,1016,MacBook Pro,2022-01-01 07:52:00
474,1062,MacBook Air,2022-01-01 07:53:00
475,1018,AirPods,2022-01-01 07:54:00
476,1091,Apple Watch,2022-01-01 07:55:00
477,1057,iPad Mini,2022-01-01 07:56:00
478,1054,AirPods Pro,2022-01-01 07:57:00
479,1089,MacBook 16,2022-01-01 07:58:00
480,1089,iPhone 14,2022-01-01 07:59:00
481,1061,iMac,2022-01-01 08:00:00
482,1022,iPhone 14,2022-01-01 08:01:00
483,1008,HomePod,2022-01-01 08:02:00
484,1011,Magic Keyboard,2022-01-01 08:03:00
485,1000,iMac,2022-01-01 08:04:00
486,1057,AirTag,2022-01-01 08:05:00
487,1000,AirTag,2022-01-01 08:06:00
488,1033,iPhone SE,2022-01-01 08:07:00
489,1095,Mac Mini,2022-01-01 08:08:00
490,1047,AirPods,2022-01-01 08:09:00
491,1088,MacBook Pro,2022-01-01 08:10:00
492,1000,MacBook Air,2022-01-01 08:11:00
493,1015,AirTag,2022-01-01 08:12:00
494,1060,Mac Mini,2022-01-01 08:13:00
495,1063,AirPods Pro,2022-01-01 08:14:00
496,1062,AirPods Pro,2022-01-01 08:15:00
497,1068,iPhone 14,2022-01-01 08:16:00
498,1021,MacBook 16,2022-01-01 08:17:00
499,1092,iPhone SE,2022-01-01 08:18:00
500,1066,AirTag,2022-01-01 08:19:00
501,1075,iPhone 14,2022-01-01 08:20:00
502,1025,iPhone SE,2022-01-01 08:21:00
503,1015,Mac Mini,2022-01-01 08:22:00
504,1050,Magic Keyboard,2022-01-01 08:23:00
505,1085,iPhone 12,2022-01-01 08:24:00
506,1056,iPhone 12,2022-01-01 08:25:00
507,1028,MacBook 16,2022-01-01 08:26:00
508,1077,Apple Watch,2022-01-01 08:27:00
509,1091,MacBook 16,2022-01-01 08:28:00
510,1068,AirPods Pro,2022-01-01 08:29:00
511,1046,iPhone SE,2022-01-01 08:30:00
512,1093,Mac Mini,2022-01-01 08:31:00
513,1061,Magic Keyboard,2022-01-01 08:32:00
514,1068,iPad Pro,2022-01-01 08:33:00
515,1075,iPad Mini,2022-01-01 08:34:00
516,1015,MacBook 16,2022-01-01 08:35:00
517,1089,MacBook 16,2022-01-01 08:36:00
518,1089,iPad 9,2022-01-01 08:37:00
519,1047,MacBook Air,2022-01-01 08:38:00
520,1084,AirPods Max,2022-01-01 08:39:00
521,1038,iMac,2022-01-01 08:40:00
522,1099,HomePod,2022-01-01 08:41:00
523,1032,MacBook 16,2022-01-01 08:42:00
524,1093,iPhone 14,2022-01-01 08:43:00
525,1022,AirPods,2022-01-01 08:44:00
526,1009,Apple Pencil,2022-01-01 08:45:00
527,1068,MacBook Pro,2022-01-01 08:46:00
528,1099,iPad Pro,2022-01-01 08:47:00
529,1033,AirPods Max,2022-01-01 08:48:00
530,1051,AirPods,2022-01-01 08:49:00
531,1094,Apple Watch,2022-01-01 08:50:00
532,1009,Magic Keyboard,2022-01-01 08:51:00
533,1018,AirPods Max,2022-01-01 08:52:00
534,1057,iPhone SE,2022-01-01 08:53:00
535,1095,iPad Mini,2022-01-01 08:54:00
536,1000,Apple Pencil,2022-01-01 08:55:00
537,1068,Magic Keyboard,2022-01-01 08:56:00
538,1003,HomePod,2022-01-01 08:57:00
539,1015,iPad Mini,2022-01-01 08:58:00
540,1023,MacBook Pro,2022-01-01 08:59:00
541,1079,AirPods,2022-01-01 09:00:00
542,1001,iPhone 14,2022-01-01 09:01:00
543,1091,AirTag,2022-01-01 09:02:00
544,1031,iPhone SE,2022-01-01 09:03:00
545,1090,iPhone 12,2022-01-01 09:04:00
546,1083,Mac Mini,2022-01-01 09:05:00
547,1023,MacBook Pro,2022-01-01 09:06:00
548,1011,MacBook 16,2022-01-01 09:07:00
549,1049,MacBook 16,2022-01-01 09:08:00
550,1034,iPhone 12,2022-01-01 09:09:00
551,1032,AirPods,2022-01-01 09:10:00
552,1032,iPhone SE,2022-01-01 09:11:00
553,1060,iPhone 12,2022-01-01 09:12:00
554,1050,iPhone SE,2022-01-01 09:13:00
555,1042,iPad Pro,2022-01-01 09:14:00
556,1011,iPhone 14,2022-01-01 09:15:00
557,1066,AirPods Max,2022-01-01 09:16:00
558,1064,iPhone 13,2022-01-01 09:17:00
559,1032,AirPods,2022-01-01 09:18:00
560,1039,AirPods,2022-01-01 09:19:00
561,1073,MacBook Air,2022-01-01 09:20:00
562,1042,AirTag,2022-01-01 09:21:00
563,1043,iPad Mini,2022-01-01 09:22:00
564,1028,Apple Pencil,2022-01-01 09:23:00
